,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
264,Santa Lucia,0,IT,1562630957,69,41.98,12.66,78.8,2.24
265,Olinda,75,AU,1562630821,76,-37.84,145.39,53.01,13.87
266,Kahului,75,US,1562630754,74,20.89,-156.47,84.2,13.87
267,Temirtau,0,KZ,1562630958,93,50.05,72.96,44.6,6.71
268,Pendleton,1,US,1562630856,70,34.65,-82.78,93.2,1.19
269,Kavaratti,100,IN,1562630958,80,10.57,72.64,83.54,18.23
270,Yajalon,75,MX,1562630958,62,17.17,-92.33,89.6,11.41
271,Nantucket,1,US,1562630959,68,41.28,-70.1,73.0,8.05
272,Ixtapa,75,MX,1562630959,58,20.71,-105.21,86.0,10.29
273,Margate,20,AU,1562630959,71,-43.03,147.26,55.99,10.29
274,Iskitim,0,RU,1562630959,93,54.64,83.3,59.0,4.47
275,Skovorodino,78,RU,1562630960,78,53.99,123.94,65.45,3.8
276,Acapulco,90,MX,1562630960,74,16.86,-99.88,87.8,12.75
277,Troitskoye,0,RU,1562630960,82,52.98,84.68,62.28,3.31
278,Kloulklubed,75,PW,1562630961,83,7.04,134.26,78.8,6.93
279,Yaroslavl,0,RU,1562630961,100,57.63,39.89,55.4,1.41
280,Chapais,1,CA,1562630698,40,49.78,-74.86,71.6,11.41
281,Solnechnyy,100,RU,1562630961,93,50.72,136.64,58.97,4.43
282,Severobaykalsk,61,RU,1562630962,52,55.65,109.32,61.41,2.13
283,Laguna,40,BZ,1562630797,62,16.17,-88.94,87.8,4.7
284,Saraland,40,US,1562630962,78,30.82,-88.07,90.0,5.82
285,Zelenogorskiy,0,RU,1562630963,82,55.03,87.0,60.8,2.24
286,Bara,100,NG,1562630963,91,10.41,10.6,73.74,3.33
287,Port Hedland,0,AU,1562630733,62,-20.31,118.58,57.2,5.82
288,Upington,0,ZA,1562630963,68,-28.46,21.24,50.0,3.0
289,Itoman,75,JP,1562630964,88,26.12,127.67,84.0,9.17
290,Jiwani,73,PK,1562630964,78,25.05,61.74,83.72,4.32
291,Ziarat,0,PK,1562630964,15,30.38,67.73,62.04,1.99
292,Thayetmyo,97,MM,1562630965,95,19.32,95.18,75.4,6.91
293,Monrovia,75,LR,1562630965,94,6.33,-10.8,75.2,9.04
294,Gornopravdinsk,90,RU,1562630966,96,60.06,69.92,53.87,0.81
295,Diffa,100,NE,1562630966,41,13.32,12.61,85.19,13.04
296,Turukhansk,98,RU,1562630966,96,65.8,87.96,56.93,6.38
297,Lompoc,17,US,1562630724,49,34.64,-120.46,73.4,12.75
298,Praya,75,ID,1562630967,94,-8.71,116.27,71.6,13.62
299,Marsa Matruh,40,EG,1562630967,83,31.35,27.25,78.8,9.17
300,Raahe,0,FI,1562630968,70,64.68,24.47,46.4,4.7
301,Aklavik,75,CA,1562630728,59,68.22,-135.01,66.2,6.93
302,Praia da Vitoria,20,PT,1562630968,88,38.73,-27.07,68.0,8.16
303,Virginia Beach,75,US,1562630408,88,36.85,-75.98,79.0,3.36
304,Klaksvik,0,FO,1562630710,93,62.23,-6.59,44.6,1.12
305,Port Hueneme,40,US,1562630969,68,34.15,-119.2,78.01,12.75
306,Srednekolymsk,0,RU,1562630970,30,67.46,153.71,75.78,14.38
307,Katobu,44,ID,1562630806,84,-4.94,122.53,77.06,7.52
308,Plast,16,RU,1562630970,93,54.37,60.81,49.5,7.72
309,Ishigaki,75,JP,1562630746,84,24.34,124.16,86.0,12.75
310,Qasigiannguit,20,GL,1562630970,37,68.82,-51.19,55.4,3.36
311,Sao Joao do Piaui,40,BR,1562630971,65,-8.36,-42.25,72.45,8.43
312,Williams Lake,75,CA,1562630971,49,52.13,-122.14,69.8,3.36
313,Manturovo,67,RU,1562630971,93,58.33,44.76,50.34,3.15
314,Villacarrillo,0,ES,1562630763,65,38.12,-3.08,63.32,7.85
315,Tocopilla,89,CL,1562630972,84,-22.09,-70.2,58.71,14.81
316,Severo-Kurilsk,100,RU,1562630972,96,50.68,156.12,42.05,17.74
317,Katangli,100,RU,1562630972,88,51.71,143.23,47.14,8.37
318,Elizabethton,75,US,1562630973,62,36.35,-82.21,84.2,3.36
319,Olivenza,0,ES,1562630973,66,38.68,-7.1,68.0,8.01
320,Matara,0,BI,1562630973,84,-3.48,29.48,50.81,2.01
321,Loiza,75,PR,1562630973,74,18.43,-65.88,84.2,10.29
322,Tuktoyaktuk,75,CA,1562630700,58,69.44,-133.03,53.6,6.93
323,Kulhudhuffushi,100,MV,1562630974,75,6.62,73.07,83.93,12.53
324,Jawhar,98,IN,1562630974,91,19.91,73.23,78.39,10.31
325,Kilosa,45,TZ,1562630975,92,-6.84,36.99,56.39,4.52
326,Papetoai,75,PF,1562630975,69,-17.5,-149.87,82.4,8.05
327,Pevek,100,RU,1562630697,71,69.7,170.27,45.88,3.83
328,Serabu,100,SL,1562630975,94,7.79,-12.05,73.11,3.96
329,Ngunguru,100,NZ,1562630917,78,-35.62,174.5,55.99,3.0
330,Nome,1,US,1562630976,66,30.04,-94.42,91.4,6.93
331,Adrar,0,DZ,1562630711,9,27.87,-0.29,95.0,16.11
332,Port Lincoln,0,AU,1562630977,82,-34.72,135.86,57.63,19.48
333,Tuxtla,75,MX,1562630977,59,20.0,-97.65,89.6,5.82
334,Sioux Lookout,90,CA,1562630776,48,50.1,-91.92,82.4,6.93
335,Half Moon Bay,90,US,1562630977,87,37.46,-122.43,70.0,6.93
336,Bilma,2,NE,1562630977,37,18.69,12.92,89.17,12.33
337,Renukut,100,IN,1562630978,92,24.22,83.04,76.89,19.62
338,Santa Cruz,32,BR,1562630715,81,-6.22,-36.02,70.52,14.47
339,Fortuna,90,US,1562630978,77,40.6,-124.16,64.99,12.75
340,Santa Vitoria do Palmar,84,BR,1562630979,69,-33.52,-53.37,48.08,4.09
341,Tutoia,18,BR,1562630816,95,-2.76,-42.27,73.06,3.76
342,Salym,100,RU,1562630979,97,60.06,71.48,54.14,4.36
343,Pasighat,100,IN,1562630979,99,28.06,95.33,69.5,1.99
344,Sinnamary,70,GF,1562630804,78,5.38,-52.96,81.5,12.26
345,Leh,0,IN,1562630980,54,34.16,77.58,35.98,3.65
346,Hinton,99,CA,1562630980,90,53.4,-117.57,53.55,9.37
347,Tiznit,0,MA,1562630980,85,29.7,-9.73,67.21,23.87
348,Todos Santos,40,MX,1562630981,24,23.45,-110.23,93.99,9.17
349,Dubna,0,RU,1562630981,94,56.76,37.14,48.63,2.17
350,Barkly West,0,ZA,1562630981,70,-28.54,24.52,44.6,3.36
351,Tanete,0,ID,1562630982,78,-3.94,119.78,79.7,16.84
352,Faanui,67,PF,1562630714,80,-16.48,-151.75,79.34,15.23
353,Quatre Cocos,40,MU,1562630982,94,-20.21,57.76,70.0,3.36
354,Camopi,53,GF,1562630982,98,3.17,-52.33,72.02,2.98
355,Shimoda,75,JP,1562630720,88,34.7,138.93,73.0,19.46
356,Ramshir,0,IR,1562630983,45,30.89,49.41,86.0,14.97
357,Te Anau,83,NZ,1562630983,69,-45.41,167.72,44.17,9.51
358,Bunde,31,BE,1562630983,87,50.9,5.73,53.6,3.36
359,Deputatskiy,98,RU,1562630722,76,69.3,139.9,60.6,4.76
360,Santa Maria,0,BR,1562630984,68,-16.02,-48.01,68.0,8.05
361,Lavrentiya,37,RU,1562630753,28,65.58,-170.99,73.33,7.38
362,Kangaatsiaq,100,GL,1562630984,74,68.31,-53.46,46.87,12.37
363,Passagem Franca,62,BR,1562630984,68,-6.18,-43.78,75.54,7.67
364,Saint Anthony,20,US,1562630985,35,43.97,-111.68,73.4,12.75
365,Tiksi,92,RU,1562630741,73,71.64,128.87,59.33,5.95
366,Vysokogornyy,100,RU,1562630985,92,50.1,139.13,58.88,3.65
367,Kavieng,100,PG,1562630985,74,-2.57,150.8,83.18,14.16
368,Pangnirtung,69,CA,1562630697,64,66.15,-65.72,57.04,4.07
369,Souillac,0,FR,1562630751,43,45.6,-0.6,75.99,12.75
370,Amapa,20,HN,1562630986,70,15.09,-87.97,86.0,16.11
371,Medicine Hat,75,CA,1562630986,40,50.04,-110.68,73.99,12.75
372,Tomakomai,75,JP,1562630986,72,42.65,141.6,73.0,8.05
373,Ternate,20,PH,1562630987,74,14.29,120.72,87.01,7.72
374,Mount Gambier,75,AU,1562630693,100,-37.83,140.78,48.2,9.17
375,Haimen,100,CN,1562630987,88,31.87,121.18,78.01,7.65
376,Bulgan,61,MN,1562630987,59,48.81,103.53,64.56,3.29
377,Knysna,0,ZA,1562630988,76,-34.04,23.05,57.2,9.17
378,Gorakhpur,75,IN,1562630988,100,26.76,83.37,78.8,11.41
379,Yuli,100,CN,1562630988,99,24.82,106.77,67.26,2.08
380,Isangel,20,VU,1562630715,60,-19.55,169.27,75.2,5.82
381,Banjar,100,ID,1562630989,92,-7.37,108.54,70.77,1.1
382,Bonavista,1,CA,1562630708,62,48.65,-53.11,59.99,11.32
383,Port Shepstone,57,ZA,1562630989,60,-30.74,30.45,55.24,5.35
384,Manokwari,86,ID,1562630989,70,-0.87,134.08,79.02,4.0
385,Lazaro Cardenas,40,MX,1562630709,25,28.39,-105.62,87.8,5.82
386,Whitehorse,75,CA,1562630723,29,60.72,-135.06,75.2,8.05
387,Eyl,1,SO,1562630990,67,7.98,49.82,78.42,30.71
388,Makakilo City,75,US,1562630990,83,21.35,-158.09,87.8,11.41
389,Husavik,74,CA,1562630991,76,50.56,-96.99,75.99,1.99
390,Tateyama,75,JP,1562630991,83,36.66,137.31,77.0,2.24
391,Muzhi,93,RU,1562630991,69,65.4,64.7,48.96,2.3
392,Chiaravalle,17,IT,1562630992,73,43.6,13.32,79.0,2.24
393,Biga,0,TR,1562630992,83,40.23,27.24,75.2,6.93
394,Camacha,40,PT,1562630992,72,33.08,-16.33,69.8,8.05
395,Takapau,100,NZ,1562630992,78,-40.02,176.35,51.01,11.01
396,Bud,90,NO,1562630993,81,62.91,6.91,51.8,5.82
397,Salalah,75,OM,1562630993,83,17.01,54.1,84.2,5.82
398,Yaan,100,NG,1562630993,97,7.38,8.57,71.71,4.47
399,Bimbo,0,CF,1562630993,94,4.33,18.53,77.0,1.23
400,Zhigansk,2,RU,1562630994,67,66.77,123.37,71.58,11.36
401,Gloversville,1,US,1562630994,44,43.05,-74.34,80.01,5.82
402,Coromandel,0,BR,1562630994,76,-18.47,-47.2,58.89,4.81
403,Mugumu,4,TZ,1562630994,70,-1.84,34.67,64.04,3.62
404,Paraiso,20,BR,1562630995,94,-0.03,-51.17,82.4,9.17
405,Paoua,100,CF,1562630995,95,7.24,16.43,69.17,3.71
406,Cocobeach,40,GA,1562630995,83,1.01,9.58,77.0,4.7
407,San Carlos de Bariloche,75,AR,1562630996,75,-41.13,-71.31,46.4,13.87
408,Bandarbeyla,29,SO,1562630996,61,9.49,50.81,80.21,26.26
409,Mingguang,100,CN,1562630996,78,32.78,118.01,71.51,10.09
410,Grindavik,75,IS,1562630997,93,63.84,-22.43,54.0,5.82
411,Prince Albert,75,CA,1562630997,72,53.2,-105.75,66.2,8.05
412,Vanimo,81,PG,1562630997,77,-2.67,141.3,81.0,3.02
413,Mandera,5,ET,1562630998,65,3.94,41.86,77.9,8.55
414,Brigantine,1,US,1562630998,60,39.41,-74.36,75.99,9.17
415,West Bay,20,CA,1562630998,60,49.34,-123.21,72.0,6.93
416,Batemans Bay,0,AU,1562630998,69,-35.71,150.18,54.0,3.0
417,Trabzon,0,TR,1562630999,60,41.01,39.72,75.2,8.05
418,Gelibolu,0,TR,1562630999,64,40.41,26.67,75.2,3.36
419,Pativilca,59,PE,1562630999,93,-10.7,-77.78,61.11,13.06
420,Rondonopolis,0,BR,1562631000,49,-16.46,-54.64,64.31,1.03
421,Medyn,0,RU,1562631000,93,54.97,35.86,50.0,2.24
422,Pontianak,20,ID,1562631000,94,-0.02,109.34,75.2,8.05
423,Brae,7,GB,1562631000,93,60.4,-1.35,46.4,1.12
424,Batticaloa,100,LK,1562630770,85,7.71,81.69,76.57,2.15
425,Vestmanna,0,FO,1562631001,93,62.16,-7.17,44.6,1.12
426,Lulea,2,SE,1562631001,62,65.58,22.15,57.2,2.24
427,Khovu-Aksy,0,RU,1562631001,74,51.13,93.72,63.34,2.91
428,Ayr,63,AU,1562631002,75,-19.58,147.4,71.01,4.14
429,Bundoran,100,IE,1562631002,94,54.48,-8.28,57.99,3.0
430,Paita,1,PE,1562631002,90,-5.09,-81.11,64.35,16.89
431,Ryotsu,41,JP,1562631003,73,38.08,138.43,71.6,9.17
432,Galle,99,GN,1562630793,98,10.08,-12.83,69.37,1.34
433,Mandalgovi,0,MN,1562630747,48,45.76,106.27,64.87,9.42
434,Waingapu,23,ID,1562630828,79,-9.65,120.26,72.79,12.8
435,Rio Verde de Mato Grosso,0,BR,1562631004,36,-18.92,-54.84,61.86,4.72
436,Hambantota,99,LK,1562630810,82,6.12,81.12,82.65,18.01
437,Yarim,92,YE,1562631004,58,14.3,44.38,74.64,2.95
438,Henties Bay,0,NA,1562631005,55,-22.12,14.28,62.76,8.03
439,Pimentel,59,BR,1562630751,98,-3.7,-45.5,72.57,1.99
440,Cotonou,20,BJ,1562630883,88,6.37,2.43,77.0,13.87
441,Ejido Hermosillo,1,MX,1562631005,8,32.51,-114.92,102.0,4.14
442,Tucuman,0,PE,1562631007,35,-17.17,-70.89,54.92,3.38
443,Bubaque,100,GW,1562631007,81,11.28,-15.83,80.33,10.02
444,Barao de Melgaco,0,BR,1562631007,41,-16.19,-55.97,78.8,4.7
445,Gotsu,75,JP,1562631008,100,35.01,132.22,69.8,1.12
446,Vammala,90,FI,1562631008,93,61.34,22.91,52.0,9.17
447,Teya,75,MX,1562631008,55,21.05,-89.07,89.6,16.11
448,Matamoros,40,US,1562631008,49,25.87,-97.51,93.2,12.75
449,Pomerode,20,BR,1562631009,93,-26.74,-49.18,54.0,0.94
450,Tezu,100,IN,1562631009,99,27.93,96.16,70.23,2.3
451,La Union,76,GT,1562631010,1,14.97,-89.29,79.0,5.01
452,Derzhavinsk,27,KZ,1562631010,73,51.1,66.31,60.84,2.89
453,Abnub,0,EG,1562631010,39,27.27,31.15,82.4,5.82
454,Ankang,9,CN,1562631010,79,32.73,108.99,64.94,1.52
455,Labuhan,18,ID,1562631011,77,-2.54,115.51,73.44,0.58
456,Khandbari,100,NP,1562631011,96,27.38,87.21,57.08,2.95
457,Los Llanos de Aridane,75,ES,1562630504,73,28.66,-17.92,71.6,16.11
458,Valparaiso,1,US,1562630630,28,41.47,-87.06,81.0,4.7
459,Kenitra,20,MA,1562631012,88,34.26,-6.57,68.0,3.36
460,Saurimo,11,AO,1562631012,30,-9.66,20.4,55.38,4.72
461,Jijiga,85,ET,1562631012,85,9.35,42.8,59.99,7.16
462,Goderich,0,CA,1562630408,62,43.74,-81.71,70.0,8.01
463,Gandia,0,ES,1562631013,83,38.97,-0.18,75.99,3.36
464,Cangzhou,100,CN,1562631013,51,38.3,116.85,80.71,4.07
465,Mabaruma,49,GY,1562631013,97,8.2,-59.78,73.67,2.89
466,Vila Franca do Campo,20,PT,1562631014,82,37.72,-25.43,64.4,6.93
467,Henderson,1,US,1562630893,8,36.04,-114.98,99.0,27.51
468,Punta Gorda,1,US,1562631014,74,26.93,-82.05,84.0,6.93
469,Tanout,96,NE,1562631015,52,14.97,8.88,83.88,6.06
470,Dryden,40,CA,1562631015,51,49.79,-92.84,82.4,11.41
471,Bridlington,100,GB,1562630887,76,54.08,-0.19,57.99,4.7
472,Cabo San Lucas,20,MX,1562630554,28,22.89,-109.91,93.2,8.05
473,Isabela,99,PH,1562631015,73,10.2,122.99,82.4,3.94
474,Narrabri,0,AU,1562631016,93,-30.33,149.78,55.0,5.82
475,Viedma,17,AR,1562630735,75,-40.81,-62.99,47.61,8.79
476,Along,100,IN,1562631016,98,28.17,94.8,60.28,2.28
477,Bagepalli,40,IN,1562631016,100,13.78,77.8,69.8,14.99
478,Yagodnoye,12,RU,1562631017,41,62.52,149.63,65.18,2.51
479,Kahuta,75,PK,1562631017,66,33.59,73.39,84.2,21.92
480,Hasaki,75,JP,1562630701,82,35.73,140.83,68.0,12.75
481,Mocuba,3,MZ,1562631017,95,-16.84,36.99,56.16,2.48
482,Narang,75,PK,1562631018,94,32.43,73.82,77.0,20.8
483,Gazanjyk,41,TM,1562631008,34,39.24,55.52,90.29,5.35
484,Wanning,40,AT,1562631018,82,48.64,13.53,59.0,6.93
485,Tarakan,75,ID,1562630764,94,3.3,117.63,77.0,5.82
486,Aleksandrovsk-Sakhalinskiy,85,RU,1562631019,82,50.9,142.16,52.41,13.91
487,Lyngseidet,0,NO,1562631019,62,69.58,20.21,53.6,5.82
488,Tulum,75,MX,1562630948,88,20.21,-87.46,79.0,5.82
489,Makambako,20,TZ,1562631019,82,-8.85,34.82,56.3,11.27
490,Rastu,32,RO,1562631020,82,43.88,23.28,62.6,8.05
491,Edd,80,ER,1562631020,27,13.93,41.69,90.34,4.47
492,Matagami,100,NG,1562631020,99,9.67,8.4,68.34,3.8
493,Hualmay,11,PE,1562631020,90,-11.1,-77.61,62.62,15.79
494,Ivybridge,20,GB,1562631021,87,50.39,-3.92,59.0,1.12
495,Charyshskoye,57,RU,1562631021,89,51.4,83.56,61.05,2.46
496,San Borja,0,BO,1562631021,81,-14.86,-66.75,64.51,0.96
497,Kisangani,75,CD,1562631022,95,0.52,25.21,71.4,2.15
498,Baghmara,100,IN,1562631022,87,23.8,86.21,78.82,6.76
499,Nizhniy Kuranakh,35,RU,1562631022,77,58.84,125.49,69.86,6.31
500,Aksha,0,RU,1562631022,65,50.28,113.29,64.06,4.23
501,Port-Cartier,75,CA,1562631023,28,50.03,-66.88,71.6,23.04
502,Puerto Escondido,75,MX,1562631023,74,15.86,-97.07,86.0,5.82
503,Luoyang,84,CN,1562631023,61,34.66,112.42,73.01,3.87
504,Yelan,49,RU,1562631024,89,50.95,43.74,62.01,1.99
505,Ilo,29,PE,1562631024,86,-17.65,-71.34,60.64,11.52
506,Merauke,59,ID,1562631024,82,-8.49,140.4,78.46,21.92
507,Maniitsoq,96,GL,1562630739,57,65.42,-52.9,54.72,4.59
508,Florence,1,US,1562631000,66,34.8,-87.68,91.99,8.05
509,Aguimes,20,ES,1562631025,73,27.91,-15.45,71.6,18.34
510,Novo Oriente,84,BR,1562631025,68,-5.54,-40.77,70.95,8.21
511,Bloemfontein,0,ZA,1562631025,74,-29.12,26.22,35.6,3.36
512,Ravar,29,IR,1562631026,18,31.27,56.81,73.82,5.08
513,Kabanjahe,94,ID,1562631026,98,3.1,98.49,69.44,1.3
514,Homer,1,US,1562631026,77,59.64,-151.54,84.0,8.05
515,Pedregulho,0,BR,1562631026,71,-20.25,-47.48,55.83,6.51
516,Truro,40,GB,1562631027,87,50.26,-5.05,62.01,8.05
517,Huangchuan,90,CN,1562631027,93,24.57,102.46,63.0,8.95
518,Barcelos,13,BR,1562631027,95,-0.97,-62.93,72.63,1.81
519,Arroyo,0,BO,1562631028,65,-11.08,-66.08,78.8,0.65
520,Lorengau,98,PG,1562631028,73,-2.02,147.27,83.16,9.62
521,Tarija,0,BO,1562631028,29,-21.53,-64.73,66.2,3.2
522,Dungarpur,99,IN,1562631028,80,23.85,73.71,79.14,14.43
523,Rio Grande,38,BR,1562630726,93,-32.03,-52.1,46.13,3.56
524,Tourlaville,0,FR,1562631029,82,49.64,-1.57,62.01,8.05
525,Malanje,11,AO,1562631029,27,-9.54,16.35,57.26,3.83
526,Hays,40,US,1562631029,52,38.88,-99.33,91.4,19.46
527,Altay,22,CN,1562631030,58,47.83,88.13,61.45,4.68
